Title,Type,BodyPart,Equipment,Level,BodyGroup,exercise_id,goal_tag,movement_type,equipment_std
Barbell Bench Press - Medium Grip,Strength,Chest,Barbell,Intermediate,Upper Body,E00872,Strength,Compound,Barbell
Decline barbell bench press,Strength,Chest,Barbell,Intermediate,Upper Body,E00873,Hypertrophy,Compound,Barbell
Wide-grip bench press,Strength,Chest,Barbell,Beginner,Upper Body,E00874,Hypertrophy,Compound,Barbell
Wide-Grip Decline Barbell Bench Press,Strength,Chest,Barbell,Beginner,Upper Body,E00875,Hypertrophy,Compound,Barbell
Barbell Incline Bench Press Medium-Grip,Strength,Chest,Barbell,Intermediate,Upper Body,E00876,Strength,Compound,Barbell
Neck Press,Strength,Chest,Barbell,Beginner,Upper Body,E00877,Hypertrophy,Compound,Barbell
Front Raise And Pullover,Strength,Chest,Barbell,Beginner,Upper Body,E00878,Hypertrophy,Compound,Barbell
Barbell Bench Press-Wide Grip,Strength,Chest,Barbell,Beginner,Upper Body,E00879,Strength,Compound,Barbell
Wide-Grip Decline Barbell Pullover,Strength,Chest,Barbell,Beginner,Upper Body,E00880,Hypertrophy,Compound,Barbell
Barbell Guillotine Bench Press,Strength,Chest,Barbell,Beginner,Upper Body,E00881,Strength,Compound,Barbell
Band-suspended kettlebell bench press,Strength,Chest,Bands,Intermediate,Upper Body,E00882,FatLoss,Compound,Bands
Paul Carter Incline Bench Press,Strength,Chest,Barbell,Intermediate,Upper Body,E00883,Hypertrophy,Compound,Barbell
Incline bench press,Strength,Chest,Barbell,Intermediate,Upper Body,E00884,Hypertrophy,Compound,Barbell
Bench press,Strength,Chest,Barbell,Intermediate,Upper Body,E00885,Strength,Compound,Barbell
TBS Close-Grip Bench Press,Strength,Chest,Barbell,Intermediate,Upper Body,E00886,Strength,Compound,Barbell
AM Flat Bench Barbell Press,Strength,Chest,Barbell,Intermediate,Upper Body,E00887,Hypertrophy,Compound,Barbell
UP Bench Press,Strength,Chest,Barbell,Intermediate,Upper Body,E00888,Hypertrophy,Compound,Barbell
UP Close-Grip Bench Press,Strength,Chest,Barbell,Intermediate,Upper Body,E00889,Strength,Compound,Barbell
King Maker Barbell Bench Press,Strength,Chest,Barbell,Intermediate,Upper Body,E00890,Hypertrophy,Compound,Barbell
King Maker Incline Barbell Bench Press,Strength,Chest,Barbell,Intermediate,Upper Body,E00891,Strength,Compound,Barbell
30 Chest Incline Barbell Bench Press,Strength,Chest,Barbell,Intermediate,Upper Body,E00892,Hypertrophy,Compound,Barbell
30 Chest Barbell Bench Press,Strength,Chest,Barbell,Intermediate,Upper Body,E00893,Hypertrophy,Compound,Barbell
30 Chest 30-Degree Incline Dumbbell Press,Strength,Chest,Barbell,Intermediate,Upper Body,E00894,Hypertrophy,Compound,Barbell
Spoto press,Strength,Chest,Barbell,Intermediate,Upper Body,E00895,Hypertrophy,Compound,Barbell
Kettlebell plyo push-up,Strength,Chest,Kettlebells,Intermediate,Upper Body,E00896,Hypertrophy,Compound,Kettlebell
Extended Range One-Arm Kettlebell Floor Press,Strength,Chest,Kettlebells,Beginner,Upper Body,E00897,Hypertrophy,Compound,Kettlebell
Kettlebell alternating floor press,Strength,Chest,Kettlebells,Beginner,Upper Body,E00898,Hypertrophy,Compound,Kettlebell
One-Arm Kettlebell Floor Press,Strength,Chest,Kettlebells,Beginner,Upper Body,E00899,Hypertrophy,Compound,Kettlebell
Leg-Over Floor Press,Strength,Chest,Kettlebells,Beginner,Upper Body,E00900,Hypertrophy,Compound,Kettlebell
Band-suspended kettlebell bench press,Strength,Chest,Bands,Intermediate,Upper Body,E00901,Hypertrophy,Compound,Bands
FYR2 Push-Up to Kettlebell Hike Combo,Strength,Chest,Kettlebells,Intermediate,Upper Body,E00902,Hypertrophy,Compound,Kettlebell
Pushups,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00903,Hypertrophy,Compound,Bodyweight
Incline Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00904,Hypertrophy,Compound,Bodyweight
Hands-elevated push-up,Strength,Chest,Bodyweight,Beginner,Upper Body,E00905,Hypertrophy,Compound,Bodyweight
Decline Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00906,Hypertrophy,Compound,Bodyweight
Single-Arm Push-Up,Strength,Chest,Bodyweight,Beginner,Upper Body,E00907,Hypertrophy,Compound,Bodyweight
Close push-up to wide push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00908,Hypertrophy,Compound,Bodyweight
Wide-grip hands-elevated push-up,Strength,Chest,Bodyweight,Beginner,Upper Body,E00909,Hypertrophy,Compound,Bodyweight
Push-Ups With Feet On An Exercise Ball,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00910,Hypertrophy,Compound,Bodyweight
Feet-elevated push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00911,Hypertrophy,Compound,Bodyweight
Isometric Wipers,Strength,Chest,Bodyweight,Beginner,Upper Body,E00912,Hypertrophy,Isolation,Bodyweight
Clock push-up,Strength,Chest,Bodyweight,Beginner,Upper Body,E00913,Hypertrophy,Compound,Bodyweight
Push-Up Wide,Strength,Chest,Bodyweight,Beginner,Upper Body,E00914,Hypertrophy,Compound,Bodyweight
Sphinx push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00915,Hypertrophy,Compound,Bodyweight
Close-Hands Push-Up,Strength,Chest,Bodyweight,Beginner,Upper Body,E00916,Hypertrophy,Compound,Bodyweight
Tiger-bend push-up,Strength,Chest,Bodyweight,Beginner,Upper Body,E00917,Hypertrophy,Compound,Bodyweight
Close-grip hands-elevated push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00918,Hypertrophy,Compound,Bodyweight
Suspended push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00919,Hypertrophy,Compound,Bodyweight
Push Up to Side Plank,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00920,Hypertrophy,Compound,Bodyweight
Side-to-side push-up,Strength,Chest,Bodyweight,Beginner,Upper Body,E00921,Hypertrophy,Compound,Bodyweight
Typewriter push-up,Strength,Chest,Bodyweight,Beginner,Upper Body,E00922,Hypertrophy,Compound,Bodyweight
Diamond push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00923,Hypertrophy,Compound,Bodyweight
Judo push-up,Strength,Chest,Bodyweight,Beginner,Upper Body,E00924,Hypertrophy,Compound,Bodyweight
Wide push-up,Strength,Chest,Bodyweight,Beginner,Upper Body,E00925,Hypertrophy,Compound,Bodyweight
One-Arm Push-Up,Strength,Chest,Bodyweight,Beginner,Upper Body,E00926,Hypertrophy,Compound,Bodyweight
Staggered push-up,Strength,Chest,Bodyweight,Beginner,Upper Body,E00927,Hypertrophy,Compound,Bodyweight
Reverse-grip hands-elevated push-up,Strength,Chest,Bodyweight,Beginner,Upper Body,E00928,Hypertrophy,Compound,Bodyweight
Side kick-through push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00929,Hypertrophy,Compound,Bodyweight
FYR Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00930,Hypertrophy,Compound,Bodyweight
Frog push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00931,Hypertrophy,Compound,Bodyweight
Wide push-up plank hold,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00932,Hypertrophy,Compound,Bodyweight
Close push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00933,Hypertrophy,Compound,Bodyweight
Push-Up - Gethin Variation,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00934,Hypertrophy,Compound,Bodyweight
HM Incline Push-Up On Chair,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00935,Hypertrophy,Compound,Bodyweight
HM Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00936,Hypertrophy,Compound,Bodyweight
HM Push-Plank,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00937,Hypertrophy,Compound,Bodyweight
AM Chest Dips,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00938,Hypertrophy,Isolation,Bodyweight
Push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00939,Hypertrophy,Compound,Bodyweight
UP Push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00940,Hypertrophy,Compound,Bodyweight
UN Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00941,Hypertrophy,Compound,Bodyweight
UNS Foam Roll Pecs,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00942,Hypertrophy,Isolation,Bodyweight
UN Hands Elevated Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00943,Hypertrophy,Compound,Bodyweight
Holman Seal Drag to Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00944,Hypertrophy,Compound,Bodyweight
Holman Hand-Elevated Push-Up with Hand Row,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00945,Hypertrophy,Compound,Bodyweight
Holman Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00946,Hypertrophy,Compound,Bodyweight
Holman Slow Hips-Up Chest Press,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00947,Hypertrophy,Compound,Bodyweight
Holman Jump-Out Push-Up with Hand Hop Back,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00948,Hypertrophy,Compound,Bodyweight
Holman Froggy Push-Up to Donkey Kick,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00949,Hypertrophy,Compound,Bodyweight
Holman Push-Up to Sit Back,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00950,Hypertrophy,Compound,Bodyweight
Holman Sit Back Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00951,Hypertrophy,Compound,Bodyweight
Holman Alternating Staggered Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00952,Hypertrophy,Compound,Bodyweight
Holman Foot-Up Diving Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00953,Hypertrophy,Compound,Bodyweight
Holman Narrow Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00954,Hypertrophy,Compound,Bodyweight
Holman Dynamo Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00955,Hypertrophy,Compound,Bodyweight
Holman Jump to Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00956,Hypertrophy,Compound,Bodyweight
Holman Foot-Elevated Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00957,Hypertrophy,Compound,Bodyweight
Holman Feet-Elevated Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00958,Hypertrophy,Compound,Bodyweight
Total Fitness Plyo Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00959,Hypertrophy,Compound,Bodyweight
Scapular push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00960,Hypertrophy,Compound,Bodyweight
King Maker Push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00961,Hypertrophy,Compound,Bodyweight
Warrior push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00962,Hypertrophy,Compound,Bodyweight
Taylor Roll-Over Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00963,Hypertrophy,Compound,Bodyweight
Taylor One-Arm Push-Up Slow Negative,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00964,Hypertrophy,Compound,Bodyweight
30 Chest Push-Up To Isometric Hold,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00965,Hypertrophy,Compound,Bodyweight
30 Chest Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00966,Hypertrophy,Compound,Bodyweight
30 Chest Bench Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00967,Hypertrophy,Compound,Bodyweight
MetaBurn 3-Phase Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00968,Hypertrophy,Compound,Bodyweight
MetaBurn Fast Feet To Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00969,Hypertrophy,Compound,Bodyweight
MetaBurn Judo Push-Up To Pike Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00970,Hypertrophy,Compound,Bodyweight
MetaBurn Pike Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00971,Hypertrophy,Compound,Bodyweight
MetaBurn Push-Up To Frogger,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00972,Hypertrophy,Compound,Bodyweight
MetaBurn Push-Up With Hand Side-Step,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00973,Hypertrophy,Compound,Bodyweight
MetaBurn Push-Up With Hand-Up Rotation,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00974,Hypertrophy,Compound,Bodyweight
MetaBurn Sphinx Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00975,Hypertrophy,Compound,Bodyweight
MetaBurn Spiderman Push-Up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00976,Hypertrophy,Compound,Bodyweight
Roberston Push-up to Down Dog,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00977,Hypertrophy,Compound,Bodyweight
FYR2 Push-Up-Breakdancer-Shoulder-Tap Complex,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00978,Hypertrophy,Compound,Bodyweight
ACFT Hand-release push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00979,Hypertrophy,Compound,Bodyweight
1.5-rep push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00980,Hypertrophy,Compound,Bodyweight
ACFT Triple-clap push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00981,Hypertrophy,Compound,Bodyweight
ACFT Superman push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00982,Hypertrophy,Compound,Bodyweight
Cross-over push-up,Strength,Chest,Bodyweight,Intermediate,Upper Body,E00983,Hypertrophy,Compound,Bodyweight
Leverage Incline Chest Press,Strength,Chest,Machine,Beginner,Upper Body,E00984,Hypertrophy,Compound,Machine
Butterfly,Strength,Chest,Machine,Intermediate,Upper Body,E00985,Hypertrophy,Isolation,Machine
Leverage Chest Press,Strength,Chest,Machine,Beginner,Upper Body,E00986,Hypertrophy,Compound,Machine
Decline Smith Press,Strength,Chest,Machine,Beginner,Upper Body,E00987,Hypertrophy,Compound,Machine
Smith machine bench press,Strength,Chest,Machine,Intermediate,Upper Body,E00988,Hypertrophy,Compound,Machine
Leverage Decline Chest Press,Strength,Chest,Machine,Beginner,Upper Body,E00989,Hypertrophy,Compound,Machine
Machine chest press,Strength,Chest,Machine,Intermediate,Upper Body,E00990,Hypertrophy,Compound,Machine
Smith Machine Incline Bench Press,Strength,Chest,Machine,Intermediate,Upper Body,E00991,Hypertrophy,Compound,Machine
Smith Machine Close-Grip Bench Press,Strength,Chest,Machine,Intermediate,Upper Body,E00992,Hypertrophy,Compound,Machine
Smith Machine Decline Press,Strength,Chest,Machine,Beginner,Upper Body,E00993,Hypertrophy,Compound,Machine
Smith machine bench press throw,Strength,Chest,Machine,Beginner,Upper Body,E00994,Hypertrophy,Compound,Machine
Machine chest fly,Strength,Chest,Machine,Intermediate,Upper Body,E00995,Hypertrophy,Isolation,Machine
Machine bench press,Strength,Chest,Machine,Intermediate,Upper Body,E00996,Hypertrophy,Compound,Machine
Machine Seated Chest Press - Gethin Variation,Strength,Chest,Machine,Intermediate,Upper Body,E00997,Hypertrophy,Compound,Machine
Smith machine weighted push-up,Strength,Chest,Machine,Intermediate,Upper Body,E00998,Hypertrophy,Compound,Machine
Smith machine incline bench press-,Strength,Chest,Machine,Intermediate,Upper Body,E00999,Hypertrophy,Compound,Machine
Smith machine decline bench press,Strength,Chest,Machine,Intermediate,Upper Body,E01000,Hypertrophy,Compound,Machine
AM Pec Dec,Strength,Chest,Machine,Intermediate,Upper Body,E01001,Hypertrophy,Isolation,Machine
30 Chest Machine Flat Chest Press,Strength,Chest,Machine,Intermediate,Upper Body,E01002,Hypertrophy,Compound,Machine
Smith machine push-up,Strength,Chest,Machine,Intermediate,Upper Body,E01003,Hypertrophy,Compound,Machine
30 Chest Smith Machine Incline Chest Press,Strength,Chest,Machine,Intermediate,Upper Body,E01004,Hypertrophy,Compound,Machine
30 Chest Smith Machine Chest Press,Strength,Chest,Machine,Intermediate,Upper Body,E01005,Hypertrophy,Compound,Machine
30 Chest Machine Incline Chest Press,Strength,Chest,Machine,Intermediate,Upper Body,E01006,Hypertrophy,Compound,Machine
30 Chest Machine Fly,Strength,Chest,Machine,Intermediate,Upper Body,E01007,Hypertrophy,Isolation,Machine
30 Chest 30-Degree Incline Smith Machine Press,Strength,Chest,Machine,Intermediate,Upper Body,E01008,Hypertrophy,Compound,Machine
Low-cable cross-over,Strength,Chest,Cable,Intermediate,Upper Body,E01009,Hypertrophy,Isolation,Cable
Incline cable chest fly,Strength,Chest,Cable,Intermediate,Upper Body,E01010,Hypertrophy,Isolation,Cable
Cable Crossover,Strength,Chest,Cable,Intermediate,Upper Body,E01011,Hypertrophy,Isolation,Cable
Incline cable chest press,Strength,Chest,Cable,Beginner,Upper Body,E01012,Hypertrophy,Compound,Cable
Cable Chest Press,Strength,Chest,Cable,Beginner,Upper Body,E01013,Hypertrophy,Compound,Cable
Single-arm cable cross-over,Strength,Chest,Cable,Intermediate,Upper Body,E01014,Hypertrophy,Isolation,Cable
Cable cross-over,Strength,Chest,Cable,Beginner,Upper Body,E01015,Hypertrophy,Isolation,Cable
Standing Cable Chest Press,Strength,Chest,Cable,Beginner,Upper Body,E01016,Hypertrophy,Compound,Cable
Lying cable chest fly,Strength,Chest,Cable,Intermediate,Upper Body,E01017,Hypertrophy,Isolation,Cable
Paul Carter Cable Cross-Over,Strength,Chest,Cable,Intermediate,Upper Body,E01018,Hypertrophy,Isolation,Cable
One-Arm Cable Crossover - Gethin Variation,Strength,Chest,Cable,Intermediate,Upper Body,E01019,Hypertrophy,Isolation,Cable
Incline Cable Fly - Gethin Variation,Strength,Chest,Cable,Intermediate,Upper Body,E01020,Hypertrophy,Isolation,Cable
Cable Cross-Over - Gethin Variation,Strength,Chest,Cable,Intermediate,Upper Body,E01021,Hypertrophy,Isolation,Cable
Seated cable chest fly,Strength,Chest,Cable,Intermediate,Upper Body,E01022,Hypertrophy,Isolation,Cable
Single-arm incline cable cross-over-,Strength,Chest,Cable,Intermediate,Upper Body,E01023,Hypertrophy,Isolation,Cable
High-to-low cable chest fly,Strength,Chest,Cable,Intermediate,Upper Body,E01024,Hypertrophy,Isolation,Cable
UP Cable Cross-Over,Strength,Chest,Cable,Intermediate,Upper Body,E01025,Hypertrophy,Isolation,Cable
UP Cable Fly,Strength,Chest,Cable,Intermediate,Upper Body,E01026,Hypertrophy,Isolation,Cable
30 Chest Low-To-High Cable Fly,Strength,Chest,Cable,Intermediate,Upper Body,E01027,Hypertrophy,Isolation,Cable
30 Chest Incline Cable Fly,Strength,Chest,Cable,Intermediate,Upper Body,E01028,Hypertrophy,Isolation,Cable
30 Chest Incline Cable Chest Press,Strength,Chest,Cable,Intermediate,Upper Body,E01029,Hypertrophy,Compound,Cable
30 Chest High-To-Low Cable Press,Strength,Chest,Cable,Intermediate,Upper Body,E01030,Hypertrophy,Compound,Cable
30 Chest High-To-Low Cable Fly,Strength,Chest,Cable,Intermediate,Upper Body,E01031,Hypertrophy,Isolation,Cable
30 Chest Shoulder-Height Cable Fly,Strength,Chest,Cable,Intermediate,Upper Body,E01032,Hypertrophy,Isolation,Cable
Cable Pec Fly,Strength,Chest,Cable,Intermediate,Upper Body,E01033,Hypertrophy,Isolation,Cable
Medicine ball sprawl to chest press,Strength,Chest,Medicine Ball,Intermediate,Upper Body,E01034,Hypertrophy,Compound,Medicine Ball
Medicine ball push-up,Strength,Chest,Medicine Ball,Intermediate,Upper Body,E01035,Hypertrophy,Compound,Medicine Ball
Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate,Upper Body,E01036,Endurance,Compound,Dumbbell
Dumbbell Flyes,Strength,Chest,Dumbbell,Intermediate,Upper Body,E01037,Endurance,Isolation,Dumbbell
Incline dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,Upper Body,E01038,Hypertrophy,Compound,Dumbbell
Decline Dumbbell Flyes,Strength,Chest,Dumbbell,Intermediate,Upper Body,E01039,FatLoss,Isolation,Dumbbell
Reverse-grip incline dumbbell bench press,Strength,Chest,Dumbbell,Beginner,Upper Body,E01040,FatLoss,Compound,Dumbbell
Incline Dumbbell Flyes,Strength,Chest,Dumbbell,Intermediate,Upper Body,E01041,Endurance,Isolation,Dumbbell
Neutral-grip dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,Upper Body,E01042,Hypertrophy,Compound,Dumbbell
Decline dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,Upper Body,E01043,FatLoss,Compound,Dumbbell
Single-arm kettlebell row,Strength,Chest,Dumbbell,Intermediate,Upper Body,E01044,Hypertrophy,Compound,Dumbbell
Hammer Grip Incline DB Bench Press,Strength,Chest,Dumbbell,Beginner,Upper Body,E01045,Hypertrophy,Compound,Dumbbell
Straight-arm dumbbell pull-over,Strength,Chest,Dumbbell,Intermediate,Upper Body,E01046,Hypertrophy,Compound,Dumbbell
Incline Dumbbell Bench With Palms Facing In,Strength,Chest,Dumbbell,Beginner,Upper Body,E01047,FatLoss,Compound,Dumbbell
Incline Dumbbell Flyes - With A Twist,Strength,Chest,Dumbbell,Beginner,Upper Body,E01048,FatLoss,Isolation,Dumbbell
Bent-arm dumbbell pull-over,Strength,Chest,Dumbbell,Intermediate,Upper Body,E01049,Endurance,Compound,Dumbbell
Close-grip dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,Upper Body,E01050,FatLoss,Compound,Dumbbell
Single-dumbbell push-up,Strength,Chest,Dumbbell,Intermediate,Upper Body,E01051,Hypertrophy,Compound,Dumbbell
One-Arm Flat Bench Dumbbell Flye,Strength,Chest,Dumbbell,Beginner,Upper Body,E01052,Hypertrophy,Compound,Dumbbell
Dumbbell Fix Dumbbell Floor Chest Fly,Strength,Chest,Dumbbell,Intermediate,Upper Body,E01053,FatLoss,Isolation,Dumbbell
Dumbbell Fix Traveling Push-Up,Strength,Chest,Dumbbell,Intermediate,Upper Body,E01054,Endurance,Compound,Dumbbell
