Title,Type,BodyPart,Equipment,Level,BodyGroup,exercise_id,goal_tag,movement_type,equipment_std
Holman Left Leg Hop to Left Reverse Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E01997,Hypertrophy,Compound,Bodyweight
Holman Burpee to Open Stance,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E01998,Hypertrophy,Isolation,Bodyweight
Holman Diagonal Squat Thrust to Renegade Forward Punch,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E01999,Hypertrophy,Compound,Bodyweight
Holman Bear Crawl,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02000,Hypertrophy,Isolation,Bodyweight
Holman Bear Crawl to Donkey Kick,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02001,Hypertrophy,Isolation,Bodyweight
Holman Bear Crawl to Froggy Push-Up,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02002,Hypertrophy,Compound,Bodyweight
Holman Bear Crawl to Shoulder Tap,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02003,Hypertrophy,Isolation,Bodyweight
Holman Burpee to Tuck Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02004,Hypertrophy,Isolation,Bodyweight
Holman Burpee to Flying Squat Thrust to Tuck Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02005,Hypertrophy,Compound,Bodyweight
Holman Forward Lunge to Reverse Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02006,Hypertrophy,Compound,Bodyweight
Holman Renegade Lunge Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02007,Hypertrophy,Compound,Bodyweight
Holman Squat Jump to Lunge Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02008,Hypertrophy,Compound,Bodyweight
Holman Prisoner Reverse Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02009,Hypertrophy,Compound,Bodyweight
Holman Wide-to-Narrow Squat Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02010,Hypertrophy,Compound,Bodyweight
Holman Donkey Run,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02011,Hypertrophy,Isolation,Bodyweight
Holman Weighted Wide-to-Narrow Squat Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02012,Hypertrophy,Compound,Bodyweight
Holman Wide-to-Narrow Donkey Kick,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02013,Hypertrophy,Compound,Bodyweight
Holman Mule Kick,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02014,Hypertrophy,Isolation,Bodyweight
Holman Goal Post to Squat,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02015,Hypertrophy,Compound,Bodyweight
Holman Frogger Squat to Heel Click,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02016,Hypertrophy,Compound,Bodyweight
Holman Stair Sprint,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02017,Hypertrophy,Isolation,Bodyweight
Holman Stair Bear Crawl,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02018,Hypertrophy,Isolation,Bodyweight
Holman Burpee to Flying Squat Thrust,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02019,Hypertrophy,Compound,Bodyweight
Holman Flying Squat Thrust to Push-Up,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02020,Hypertrophy,Compound,Bodyweight
Holman Foot-Elevated Step-To-Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02021,Hypertrophy,Compound,Bodyweight
Holman Split Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02022,Hypertrophy,Compound,Bodyweight
Holman Stair Climb,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02023,Hypertrophy,Isolation,Bodyweight
Holman Burpee to Flying Jack,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02024,Hypertrophy,Isolation,Bodyweight
Holman Right Reverse Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02025,Hypertrophy,Compound,Bodyweight
Holman Left Reverse Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02026,Hypertrophy,Compound,Bodyweight
Holman Squat Tap to Hop,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02027,Hypertrophy,Compound,Bodyweight
Holman Squat Tap to Jump-Forward-Jump-Back,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02028,Hypertrophy,Compound,Bodyweight
Holman Squat Hip Drive,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02029,Hypertrophy,Compound,Bodyweight
Holman Alternating Double Lunge Hop,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02030,Hypertrophy,Compound,Bodyweight
Holman Right Reverse Lunge to Front Kick,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02031,Hypertrophy,Compound,Bodyweight
Holman Right Leg Forward Lunge Hop,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02032,Hypertrophy,Compound,Bodyweight
Holman Right Squat Thrust,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02033,Hypertrophy,Compound,Bodyweight
Holman Left Reverse Lunge to Front Kick,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02034,Hypertrophy,Compound,Bodyweight
Holman Left Leg Forward Lunge Hop,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02035,Hypertrophy,Compound,Bodyweight
Holman Left Side Diagonal Burpee,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02036,Hypertrophy,Isolation,Bodyweight
Holman Left Squat Thrust,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02037,Hypertrophy,Compound,Bodyweight
Holman Wide Squat Thrust,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02038,Hypertrophy,Compound,Bodyweight
Holman Alternating Single-Leg Hop to Squat to 180 Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02039,Hypertrophy,Compound,Bodyweight
Holman Right Lunge Hop to Chest Press,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02040,Hypertrophy,Compound,Bodyweight
Holman Left Lunge Hop to Overhead Press,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02041,Hypertrophy,Compound,Bodyweight
Holman 180 Jump Hop Forward Hop Back,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02042,Hypertrophy,Isolation,Bodyweight
Holman Right Split Squat,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02043,Hypertrophy,Compound,Bodyweight
Holman Left Split Squat,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02044,Hypertrophy,Compound,Bodyweight
Holman Double Squat Pulse to 180 Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02045,Hypertrophy,Compound,Bodyweight
Holman Towel Left Side Squat,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02046,Hypertrophy,Compound,Bodyweight
Holman Alternating Lunge Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02047,Hypertrophy,Compound,Bodyweight
Holman Lunge Jump to Squat Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02048,Hypertrophy,Compound,Bodyweight
Holman Burpee with Belly Touch,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02049,Hypertrophy,Isolation,Bodyweight
Bootstrapper squat,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02050,Hypertrophy,Compound,Bodyweight
Total Fitness Broad Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02051,Hypertrophy,Isolation,Bodyweight
Total Fitness Lateral Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02052,Hypertrophy,Compound,Bodyweight
Lateral shuffle,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02053,Hypertrophy,Isolation,Bodyweight
Total Fitness Skip,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02054,Hypertrophy,Isolation,Bodyweight
Total Fitness Spider Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02055,Hypertrophy,Compound,Bodyweight
Spider lunge stretch,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02056,Mobility,Compound,Bodyweight
Spider lunge with T-rotation,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02057,Hypertrophy,Compound,Bodyweight
Standing quad stretch,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02058,Mobility,Isolation,Bodyweight
Vertical jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02059,Hypertrophy,Isolation,Bodyweight
King Maker Burpee,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02060,Hypertrophy,Isolation,Bodyweight
King Maker Explosive High Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02061,Hypertrophy,Isolation,Bodyweight
Muscle Beach Skip,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02062,Hypertrophy,Isolation,Bodyweight
Muscle Beach Broad Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02063,Hypertrophy,Isolation,Bodyweight
Muscle Beach Sprint,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02064,Hypertrophy,Isolation,Bodyweight
Muscle Beach Front Kick,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02065,Hypertrophy,Isolation,Bodyweight
Muscle Beach Side Kick,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02066,Hypertrophy,Isolation,Bodyweight
Muscle Beach Spin Kick,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02067,Hypertrophy,Isolation,Bodyweight
Muscle Beach Freestyle Kick,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02068,Hypertrophy,Isolation,Bodyweight
MetaBurn Alternating Curtsy Lunge To Squat,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02069,Hypertrophy,Compound,Bodyweight
MetaBurn Alternating Curtsy Lunge With High Knee,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02070,Hypertrophy,Compound,Bodyweight
MetaBurn Alternating Diagonal Sprawl,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02071,Hypertrophy,Isolation,Bodyweight
MetaBurn Alternating Lateral Sprawl,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02072,Hypertrophy,Isolation,Bodyweight
MetaBurn Curtsy Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02073,Hypertrophy,Compound,Bodyweight
MetaBurn Frogger,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02074,Hypertrophy,Isolation,Bodyweight
MetaBurn High Knee Rotation,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02075,Hypertrophy,Isolation,Bodyweight
MetaBurn Side-To-Side Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02076,Hypertrophy,Compound,Bodyweight
MetaBurn Star Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02077,Hypertrophy,Isolation,Bodyweight
MetaBurn Tuck Jump With Knee Slap,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02078,Hypertrophy,Isolation,Bodyweight
MetaBurn Lateral Bounding Hop,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02079,Hypertrophy,Isolation,Bodyweight
MetaBurn Double Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02080,Hypertrophy,Compound,Bodyweight
Robertson Sprinter Step-Up,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02081,Hypertrophy,Isolation,Bodyweight
FYR2 Front Kick-Through,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02082,Hypertrophy,Isolation,Bodyweight
Lunge high-knee clap,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02083,Hypertrophy,Compound,Bodyweight
FYR2 Plyo Split Squat,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02084,Hypertrophy,Compound,Bodyweight
FYR2 Reverse Burpee,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02085,Hypertrophy,Isolation,Bodyweight
FYR2 Reverse Burpee to Regular Burpee,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02086,Hypertrophy,Isolation,Bodyweight
FYR2 Reverse Burpee Tuck Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02087,Hypertrophy,Isolation,Bodyweight
FYR2 Sprawlee,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02088,Hypertrophy,Isolation,Bodyweight
FYR2 Squat Hold,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02089,Hypertrophy,Compound,Bodyweight
FYR2 Squat Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02090,Hypertrophy,Compound,Bodyweight
FYR2 Squat Pulse,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02091,Hypertrophy,Compound,Bodyweight
Sprinter burpee,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02092,Hypertrophy,Isolation,Bodyweight
Shuttle run training,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02093,Hypertrophy,Isolation,Bodyweight
FYR Air Ball Plus Medicine Ball Jumping Sprawl,Strength,Quadriceps,Medicine Ball,Intermediate,Legs,E02094,Hypertrophy,Isolation,Medicine Ball
Medicine ball cowboy squat,Strength,Quadriceps,Medicine Ball,Intermediate,Legs,E02095,Hypertrophy,Compound,Medicine Ball
Medicine ball jumping jill,Strength,Quadriceps,Medicine Ball,Intermediate,Legs,E02096,Hypertrophy,Isolation,Medicine Ball
Smith machine lunge sprint,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02097,Hypertrophy,Compound,Bodyweight
Sissy squat,Strength,Quadriceps,Bodyweight,Intermediate,Legs,E02098,Hypertrophy,Compound,Bodyweight
Bosu Ball Squat,Strength,Quadriceps,Exercise Ball,Beginner,Legs,E02099,Hypertrophy,Compound,Exercise Ball
Exercise ball Bulgarian split squat,Strength,Quadriceps,Exercise Ball,Intermediate,Legs,E02100,Hypertrophy,Compound,Exercise Ball
Internal Rotation with Band,Strength,Shoulders,Bands,Beginner,Upper Body,E02101,FatLoss,Isolation,Bands
Band Pull Apart,Strength,Shoulders,Bands,Intermediate,Upper Body,E02102,Hypertrophy,Compound,Bands
Back Flyes - With Bands,Strength,Shoulders,Bands,Beginner,Upper Body,E02103,Hypertrophy,Isolation,Bands
Lateral Raise - With Bands,Strength,Shoulders,Bands,Beginner,Upper Body,E02104,FatLoss,Isolation,Bands
Shoulder Press - With Bands,Strength,Shoulders,Bands,Beginner,Upper Body,E02105,Hypertrophy,Compound,Bands
External Rotation with Band,Strength,Shoulders,Bands,Beginner,Upper Body,E02106,Hypertrophy,Isolation,Bands
FYR Band Pull-Apart,Strength,Shoulders,Bands,Intermediate,Upper Body,E02107,FatLoss,Compound,Bands
HM Lateral Raise,Strength,Shoulders,Bands,Intermediate,Upper Body,E02108,Endurance,Isolation,Bands
Rusin Banded Over-And-Back,Strength,Shoulders,Bands,Intermediate,Upper Body,E02109,Endurance,Isolation,Bands
Rusin Banded Face Pull,Strength,Shoulders,Bands,Intermediate,Upper Body,E02110,Hypertrophy,Compound,Bands
UP Band Pull-Apart,Strength,Shoulders,Bands,Intermediate,Upper Body,E02111,Hypertrophy,Compound,Bands
Jordan Shallow Band-Resisted Thread the Needle,Strength,Shoulders,Bands,Intermediate,Upper Body,E02112,Endurance,Isolation,Bands
30 Shoulders Seated Banded Barbell Shoulder Press,Strength,Shoulders,Bands,Intermediate,Upper Body,E02113,FatLoss,Compound,Bands
Band shoulder press,Strength,Shoulders,Bands,Intermediate,Upper Body,E02114,Endurance,Compound,Bands
Band lateral raise,Strength,Shoulders,Bands,Intermediate,Upper Body,E02115,FatLoss,Isolation,Bands
Band upright row,Strength,Shoulders,Bands,Intermediate,Upper Body,E02116,Hypertrophy,Compound,Bands
Staggered-stance band shoulder press,Strength,Shoulders,Bands,Intermediate,Upper Body,E02117,Hypertrophy,Compound,Bands
Single-arm banded landmine press,Strength,Shoulders,Bands,Intermediate,Upper Body,E02118,Endurance,Compound,Bands
Band front raise rear fly row combo,Strength,Shoulders,Bands,Intermediate,Upper Body,E02119,Endurance,Compound,Bands
Jordan Shallow Foam Roller Thoracic Extension,Strength,Shoulders,Foam Roll,Intermediate,Upper Body,E02120,Hypertrophy,Isolation,Foam Roll
Jordan Shallow Thread the Needle (with Foam Roller),Strength,Shoulders,Foam Roll,Intermediate,Upper Body,E02121,Hypertrophy,Isolation,Foam Roll
Clean and press,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02122,Hypertrophy,Compound,Barbell
Military press,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02123,Strength,Compound,Barbell
Seated barbell shoulder press,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02124,Hypertrophy,Compound,Barbell
Snatch-Grip Behind-The-Neck Overhead Press,Strength,Shoulders,Barbell,Beginner,Upper Body,E02125,Strength,Compound,Barbell
Standing Bradford press,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02126,Strength,Compound,Barbell
Barbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02127,Strength,Compound,Barbell
Barbell rear delt bent-over row,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02128,Strength,Compound,Barbell
Barbell upright row,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02129,Hypertrophy,Compound,Barbell
Bradford/Rocky Presses,Strength,Shoulders,Barbell,Beginner,Upper Body,E02130,Strength,Compound,Barbell
Lying rear delt fly,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02131,Hypertrophy,Isolation,Barbell
Machine Shoulder (Military) Press,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02132,Strength,Compound,Barbell
Standing Barbell Press Behind Neck,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02133,Strength,Compound,Barbell
Barbell front raise,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02134,Hypertrophy,Isolation,Barbell
Overhead bar front raise,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02135,Hypertrophy,Isolation,Barbell
Incline barbell shoulder protraction,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02136,Strength,Isolation,Barbell
Smith Incline Shoulder Raise,Strength,Shoulders,Barbell,Beginner,Upper Body,E02137,Hypertrophy,Isolation,Barbell
Seated EZ-bar shrug,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02138,Hypertrophy,Isolation,Barbell
Paul Carter Barbell Seated Military Press,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02139,Strength,Compound,Barbell
TBS Barbell Military Press,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02140,Strength,Compound,Barbell
Incline Front Barbell Raise - Gethin Variation,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02141,Strength,Isolation,Barbell
Barbell Front Raise - Gethin Variation,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02142,Hypertrophy,Isolation,Barbell
Single-arm barbell lateral raise,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02143,Hypertrophy,Isolation,Barbell
AM Upright Row,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02144,Strength,Compound,Barbell
AM Barbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02145,Hypertrophy,Compound,Barbell
Standing barbell shoulder press,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02146,Hypertrophy,Compound,Barbell
King Maker Barbell Thruster,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02147,Strength,Compound,Barbell
Single-arm incline cable cross-over,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02148,Hypertrophy,Isolation,Barbell
Barbell bear complex,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02149,Strength,Isolation,Barbell
30 Shoulders Barbell Shrug,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02150,Hypertrophy,Isolation,Barbell
30 Shoulders Incline Face-Up Straight-Bar Front Raise,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02151,Hypertrophy,Isolation,Barbell
30 Shoulders Seated Dumbbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02152,Hypertrophy,Compound,Barbell
30 Shoulders Standing Behind-The-Head Shoulder Press,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02153,Hypertrophy,Compound,Barbell
30 Shoulders Standing Barbell Press,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02154,Strength,Compound,Barbell
FYR2 Wide Overhead Press,Strength,Shoulders,Barbell,Intermediate,Upper Body,E02155,Strength,Compound,Barbell
Single-arm kettlebell push-press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02156,Hypertrophy,Compound,Kettlebell
Two-Arm Kettlebell Military Press,Strength,Shoulders,Kettlebells,Beginner,Upper Body,E02157,Hypertrophy,Compound,Kettlebell
Alternating Kettlebell Press,Strength,Shoulders,Kettlebells,Beginner,Upper Body,E02158,Hypertrophy,Compound,Kettlebell
Single-arm kettlebell snatch,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02159,Hypertrophy,Compound,Kettlebell
Single-arm kettlebell clean and jerk,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02160,Hypertrophy,Compound,Kettlebell
Kettlebell pirate ship,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02161,Hypertrophy,Isolation,Kettlebell
Two-Arm Kettlebell Clean,Strength,Shoulders,Kettlebells,Beginner,Upper Body,E02162,Hypertrophy,Compound,Kettlebell
Double Kettlebell Push Press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02163,Hypertrophy,Compound,Kettlebell
Kettlebell Seated Press,Strength,Shoulders,Kettlebells,Beginner,Upper Body,E02164,Hypertrophy,Compound,Kettlebell
Double Kettlebell Jerk,Strength,Shoulders,Kettlebells,Beginner,Upper Body,E02165,Hypertrophy,Isolation,Kettlebell
Kettlebell Arnold Press,Strength,Shoulders,Kettlebells,Beginner,Upper Body,E02166,Hypertrophy,Compound,Kettlebell
Double-kettlebell windmill,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02167,Hypertrophy,Isolation,Kettlebell
One-Arm Kettlebell Split Snatch,Strength,Shoulders,Kettlebells,Beginner,Upper Body,E02168,Hypertrophy,Compound,Kettlebell
One-Arm Kettlebell Para Press,Strength,Shoulders,Kettlebells,Beginner,Upper Body,E02169,Hypertrophy,Compound,Kettlebell
One-Arm Kettlebell Split Jerk,Strength,Shoulders,Kettlebells,Beginner,Upper Body,E02170,Hypertrophy,Isolation,Kettlebell
One-Arm Kettlebell Military Press To The Side,Strength,Shoulders,Kettlebells,Beginner,Upper Body,E02171,Hypertrophy,Compound,Kettlebell
One-Arm Kettlebell Jerk,Strength,Shoulders,Kettlebells,Beginner,Upper Body,E02172,Hypertrophy,Isolation,Kettlebell
Double Kettlebell Snatch,Strength,Shoulders,Kettlebells,Beginner,Upper Body,E02173,Hypertrophy,Compound,Kettlebell
Two-Arm Kettlebell Jerk,Strength,Shoulders,Kettlebells,Beginner,Upper Body,E02174,Hypertrophy,Isolation,Kettlebell
FYR Kettlebell Power Clean,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02175,Hypertrophy,Compound,Kettlebell
Kettlebell upright row,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02176,Hypertrophy,Compound,Kettlebell
Kettlebell upright row and press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02177,Hypertrophy,Compound,Kettlebell
Single-arm kettlebell thruster,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02178,Hypertrophy,Compound,Kettlebell
Double-kettlebell shoulder press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02179,Hypertrophy,Compound,Kettlebell
Double-kettlebell push-press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02180,Hypertrophy,Compound,Kettlebell
HM Kettlebell Windmill,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02181,Hypertrophy,Isolation,Kettlebell
HM Kettlebell Z-Press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02182,Hypertrophy,Compound,Kettlebell
Taylor Half-Kneeling Kettlebell Halo,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02183,Hypertrophy,Isolation,Kettlebell
Taylor Towel Kettlebell Farmer's Walk,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02184,Hypertrophy,Isolation,Kettlebell
FYR2 Double-Kettlebell Alternating Press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02185,Hypertrophy,Compound,Kettlebell
FYR2 Double-Kettlebell Thruster,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02186,Hypertrophy,Compound,Kettlebell
FYR2 Half-Kneeling Kettlebell Clean,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02187,Hypertrophy,Compound,Kettlebell
FYR2 Kettlebell Clean and Press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02188,Hypertrophy,Compound,Kettlebell
FYR2 Kettlebell High Pull to Overhead Press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02189,Hypertrophy,Compound,Kettlebell
FYR2 Kettlebell Swing Clean and Press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02190,Hypertrophy,Compound,Kettlebell
FYR2 Single-Arm Kettlebell Press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02191,Hypertrophy,Compound,Kettlebell
FYR2 Ascending-Rep High-Pull-Press Complex,Strength,Shoulders,Kettlebells,Intermediate,Upper Body,E02192,Hypertrophy,Compound,Kettlebell
Dumbbell front raise to lateral raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02193,Endurance,Isolation,Dumbbell
Single-arm palm-in dumbbell shoulder press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02194,Endurance,Compound,Dumbbell
Standing palms-in shoulder press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02195,Hypertrophy,Compound,Dumbbell
Seated Dumbbell Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02196,FatLoss,Compound,Dumbbell
Standing dumbbell shoulder press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02197,Endurance,Compound,Dumbbell
Single-arm lateral raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02198,Hypertrophy,Isolation,Dumbbell
Power Partials,Strength,Shoulders,Dumbbell,Beginner,Upper Body,E02199,Hypertrophy,Isolation,Dumbbell
Incline dumbbell reverse fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02200,FatLoss,Isolation,Dumbbell
Overhead dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02201,Hypertrophy,Isolation,Dumbbell
Seated dumbbell shoulder press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02202,Endurance,Compound,Dumbbell
Alternating standing shoulder press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02203,Endurance,Compound,Dumbbell
Single-arm incline rear delt raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02204,Endurance,Isolation,Dumbbell
Alternating dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02205,FatLoss,Isolation,Dumbbell
Alternating Deltoid Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02206,FatLoss,Isolation,Dumbbell
Single-dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02207,Endurance,Isolation,Dumbbell
Arnold press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02208,FatLoss,Compound,Dumbbell
Single-arm standing shoulder press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02209,FatLoss,Compound,Dumbbell
Dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body,E02210,FatLoss,Isolation,Dumbbell
