Title,Type,BodyPart,Equipment,Level,BodyGroup
Holman Burpee to Flying Squat Thrust to Tuck Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Forward Lunge to Reverse Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Renegade Lunge Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Squat Jump to Lunge Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Prisoner Reverse Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Wide-to-Narrow Squat Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Donkey Run,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Weighted Wide-to-Narrow Squat Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Wide-to-Narrow Donkey Kick,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Mule Kick,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Goal Post to Squat,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Frogger Squat to Heel Click,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Stair Sprint,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Stair Bear Crawl,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Burpee to Flying Squat Thrust,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Flying Squat Thrust to Push-Up,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Foot-Elevated Step-To-Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Split Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Stair Climb,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Burpee to Flying Jack,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Right Reverse Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Left Reverse Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Squat Tap to Hop,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Squat Tap to Jump-Forward-Jump-Back,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Squat Hip Drive,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Alternating Double Lunge Hop,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Right Reverse Lunge to Front Kick,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Right Leg Forward Lunge Hop,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Right Squat Thrust,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Left Reverse Lunge to Front Kick,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Left Leg Forward Lunge Hop,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Left Side Diagonal Burpee,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Left Squat Thrust,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Wide Squat Thrust,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Alternating Single-Leg Hop to Squat to 180 Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Right Lunge Hop to Chest Press,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Left Lunge Hop to Overhead Press,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman 180 Jump Hop Forward Hop Back,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Right Split Squat,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Left Split Squat,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Double Squat Pulse to 180 Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Towel Left Side Squat,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Alternating Lunge Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Lunge Jump to Squat Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Holman Burpee with Belly Touch,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Bootstrapper squat,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Total Fitness Broad Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Total Fitness Lateral Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Lateral shuffle,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Total Fitness Skip,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Total Fitness Spider Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Spider lunge stretch,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Spider lunge with T-rotation,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Standing quad stretch,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Vertical jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs
King Maker Burpee,Strength,Quadriceps,Bodyweight,Intermediate,Legs
King Maker Explosive High Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Muscle Beach Skip,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Muscle Beach Broad Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Muscle Beach Sprint,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Muscle Beach Front Kick,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Muscle Beach Side Kick,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Muscle Beach Spin Kick,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Muscle Beach Freestyle Kick,Strength,Quadriceps,Bodyweight,Intermediate,Legs
MetaBurn Alternating Curtsy Lunge To Squat,Strength,Quadriceps,Bodyweight,Intermediate,Legs
MetaBurn Alternating Curtsy Lunge With High Knee,Strength,Quadriceps,Bodyweight,Intermediate,Legs
MetaBurn Alternating Diagonal Sprawl,Strength,Quadriceps,Bodyweight,Intermediate,Legs
MetaBurn Alternating Lateral Sprawl,Strength,Quadriceps,Bodyweight,Intermediate,Legs
MetaBurn Curtsy Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs
MetaBurn Frogger,Strength,Quadriceps,Bodyweight,Intermediate,Legs
MetaBurn High Knee Rotation,Strength,Quadriceps,Bodyweight,Intermediate,Legs
MetaBurn Side-To-Side Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs
MetaBurn Star Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs
MetaBurn Tuck Jump With Knee Slap,Strength,Quadriceps,Bodyweight,Intermediate,Legs
MetaBurn Lateral Bounding Hop,Strength,Quadriceps,Bodyweight,Intermediate,Legs
MetaBurn Double Lunge,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Robertson Sprinter Step-Up,Strength,Quadriceps,Bodyweight,Intermediate,Legs
FYR2 Front Kick-Through,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Lunge high-knee clap,Strength,Quadriceps,Bodyweight,Intermediate,Legs
FYR2 Plyo Split Squat,Strength,Quadriceps,Bodyweight,Intermediate,Legs
FYR2 Reverse Burpee,Strength,Quadriceps,Bodyweight,Intermediate,Legs
FYR2 Reverse Burpee to Regular Burpee,Strength,Quadriceps,Bodyweight,Intermediate,Legs
FYR2 Reverse Burpee Tuck Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs
FYR2 Sprawlee,Strength,Quadriceps,Bodyweight,Intermediate,Legs
FYR2 Squat Hold,Strength,Quadriceps,Bodyweight,Intermediate,Legs
FYR2 Squat Jump,Strength,Quadriceps,Bodyweight,Intermediate,Legs
FYR2 Squat Pulse,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Sprinter burpee,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Shuttle run training,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Medicine ball ninja,Plyometrics,Quadriceps,Medicine Ball,Intermediate,Legs
FYR Air Ball Plus Medicine Ball Jumping Sprawl,Strength,Quadriceps,Medicine Ball,Intermediate,Legs
Medicine ball cowboy squat,Strength,Quadriceps,Medicine Ball,Intermediate,Legs
Medicine ball jumping jill,Strength,Quadriceps,Medicine Ball,Intermediate,Legs
Alternate Leg Diagonal Bound,Plyometrics,Quadriceps,Bodyweight,Beginner,Legs
Sit Squats,Stretching,Quadriceps,Bodyweight,Beginner,Legs
Frog Hops,Stretching,Quadriceps,Bodyweight,Beginner,Legs
Dumbbell lateral hop to sprint,Plyometrics,Quadriceps,Bodyweight,Intermediate,Legs
Smith machine lunge sprint,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Sissy squat,Strength,Quadriceps,Bodyweight,Intermediate,Legs
Wall ball toss,Plyometrics,Quadriceps,Exercise Ball,Intermediate,Legs
Bosu Ball Squat,Strength,Quadriceps,Exercise Ball,Beginner,Legs
Exercise ball Bulgarian split squat,Strength,Quadriceps,Exercise Ball,Intermediate,Legs
Internal Rotation with Band,Strength,Shoulders,Bands,Beginner,Upper Body
Band Pull Apart,Strength,Shoulders,Bands,Intermediate,Upper Body
Back Flyes - With Bands,Strength,Shoulders,Bands,Beginner,Upper Body
Lateral Raise - With Bands,Strength,Shoulders,Bands,Beginner,Upper Body
Shoulder Press - With Bands,Strength,Shoulders,Bands,Beginner,Upper Body
External Rotation with Band,Strength,Shoulders,Bands,Beginner,Upper Body
FYR Band Pull-Apart,Strength,Shoulders,Bands,Intermediate,Upper Body
HM Lateral Raise,Strength,Shoulders,Bands,Intermediate,Upper Body
Rusin Banded Over-And-Back,Strength,Shoulders,Bands,Intermediate,Upper Body
Rusin Banded Face Pull,Strength,Shoulders,Bands,Intermediate,Upper Body
UP Band Pull-Apart,Strength,Shoulders,Bands,Intermediate,Upper Body
Jordan Shallow Band-Resisted Thread the Needle,Strength,Shoulders,Bands,Intermediate,Upper Body
30 Shoulders Seated Banded Barbell Shoulder Press,Strength,Shoulders,Bands,Intermediate,Upper Body
Band shoulder press,Strength,Shoulders,Bands,Intermediate,Upper Body
Band lateral raise,Strength,Shoulders,Bands,Intermediate,Upper Body
Band upright row,Strength,Shoulders,Bands,Intermediate,Upper Body
Staggered-stance band shoulder press,Strength,Shoulders,Bands,Intermediate,Upper Body
Single-arm banded landmine press,Strength,Shoulders,Bands,Intermediate,Upper Body
Band front raise rear fly row combo,Strength,Shoulders,Bands,Intermediate,Upper Body
Jordan Shallow Foam Roller Thoracic Extension,Strength,Shoulders,Foam Roll,Intermediate,Upper Body
Jordan Shallow Thread the Needle (with Foam Roller),Strength,Shoulders,Foam Roll,Intermediate,Upper Body
Clean and press,Strength,Shoulders,Barbell,Intermediate,Upper Body
Clean and jerk,Olympic Weightlifting,Shoulders,Barbell,Intermediate,Upper Body
Military press,Strength,Shoulders,Barbell,Intermediate,Upper Body
Seated barbell shoulder press,Strength,Shoulders,Barbell,Intermediate,Upper Body
Snatch-Grip Behind-The-Neck Overhead Press,Strength,Shoulders,Barbell,Beginner,Upper Body
Standing Bradford press,Strength,Shoulders,Barbell,Intermediate,Upper Body
Barbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate,Upper Body
Barbell rear delt bent-over row,Strength,Shoulders,Barbell,Intermediate,Upper Body
Barbell upright row,Strength,Shoulders,Barbell,Intermediate,Upper Body
Bradford/Rocky Presses,Strength,Shoulders,Barbell,Beginner,Upper Body
Lying rear delt fly,Strength,Shoulders,Barbell,Intermediate,Upper Body
Machine Shoulder (Military) Press,Strength,Shoulders,Barbell,Intermediate,Upper Body
Standing Barbell Press Behind Neck,Strength,Shoulders,Barbell,Intermediate,Upper Body
Barbell front raise,Strength,Shoulders,Barbell,Intermediate,Upper Body
Overhead bar front raise,Strength,Shoulders,Barbell,Intermediate,Upper Body
Incline barbell shoulder protraction,Strength,Shoulders,Barbell,Intermediate,Upper Body
Behind-the-head push-press,Olympic Weightlifting,Shoulders,Barbell,Intermediate,Upper Body
Rack Delivery,Olympic Weightlifting,Shoulders,Barbell,Beginner,Upper Body
Smith Incline Shoulder Raise,Strength,Shoulders,Barbell,Beginner,Upper Body
Tall Muscle Snatch,Olympic Weightlifting,Shoulders,Barbell,Beginner,Upper Body
Axle Clean And Press,Strongman,Shoulders,Barbell,Beginner,Upper Body
Jerk Balance,Olympic Weightlifting,Shoulders,Barbell,Beginner,Upper Body
Seated EZ-bar shrug,Strength,Shoulders,Barbell,Intermediate,Upper Body
Paul Carter Barbell Seated Military Press,Strength,Shoulders,Barbell,Intermediate,Upper Body
TBS Barbell Military Press,Strength,Shoulders,Barbell,Intermediate,Upper Body
Incline Front Barbell Raise - Gethin Variation,Strength,Shoulders,Barbell,Intermediate,Upper Body
Barbell Front Raise - Gethin Variation,Strength,Shoulders,Barbell,Intermediate,Upper Body
Single-arm barbell lateral raise,Strength,Shoulders,Barbell,Intermediate,Upper Body
AM Upright Row,Strength,Shoulders,Barbell,Intermediate,Upper Body
AM Barbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate,Upper Body
Standing barbell shoulder press,Strength,Shoulders,Barbell,Intermediate,Upper Body
King Maker Barbell Thruster,Strength,Shoulders,Barbell,Intermediate,Upper Body
Single-arm incline cable cross-over,Strength,Shoulders,Barbell,Intermediate,Upper Body
Barbell bear complex,Strength,Shoulders,Barbell,Intermediate,Upper Body
30 Shoulders Barbell Shrug,Strength,Shoulders,Barbell,Intermediate,Upper Body
30 Shoulders Incline Face-Up Straight-Bar Front Raise,Strength,Shoulders,Barbell,Intermediate,Upper Body
30 Shoulders Seated Dumbbell Shoulder Press,Strength,Shoulders,Barbell,Intermediate,Upper Body
30 Shoulders Standing Behind-The-Head Shoulder Press,Strength,Shoulders,Barbell,Intermediate,Upper Body
30 Shoulders Standing Barbell Press,Strength,Shoulders,Barbell,Intermediate,Upper Body
FYR2 Wide Overhead Press,Strength,Shoulders,Barbell,Intermediate,Upper Body
Single-arm kettlebell push-press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
Two-Arm Kettlebell Military Press,Strength,Shoulders,Kettlebells,Beginner,Upper Body
Alternating Kettlebell Press,Strength,Shoulders,Kettlebells,Beginner,Upper Body
Single-arm kettlebell snatch,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
Single-arm kettlebell clean and jerk,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
Kettlebell pirate ship,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
Two-Arm Kettlebell Clean,Strength,Shoulders,Kettlebells,Beginner,Upper Body
Double Kettlebell Push Press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
Kettlebell Seated Press,Strength,Shoulders,Kettlebells,Beginner,Upper Body
Double Kettlebell Jerk,Strength,Shoulders,Kettlebells,Beginner,Upper Body
Kettlebell Arnold Press,Strength,Shoulders,Kettlebells,Beginner,Upper Body
Double-kettlebell windmill,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
One-Arm Kettlebell Split Snatch,Strength,Shoulders,Kettlebells,Beginner,Upper Body
One-Arm Kettlebell Para Press,Strength,Shoulders,Kettlebells,Beginner,Upper Body
One-Arm Kettlebell Split Jerk,Strength,Shoulders,Kettlebells,Beginner,Upper Body
One-Arm Kettlebell Military Press To The Side,Strength,Shoulders,Kettlebells,Beginner,Upper Body
One-Arm Kettlebell Jerk,Strength,Shoulders,Kettlebells,Beginner,Upper Body
Double Kettlebell Snatch,Strength,Shoulders,Kettlebells,Beginner,Upper Body
Two-Arm Kettlebell Jerk,Strength,Shoulders,Kettlebells,Beginner,Upper Body
FYR Kettlebell Power Clean,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
Kettlebell upright row,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
Kettlebell upright row and press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
Single-arm kettlebell thruster,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
Double-kettlebell shoulder press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
Double-kettlebell push-press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
HM Kettlebell Windmill,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
HM Kettlebell Z-Press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
Taylor Half-Kneeling Kettlebell Halo,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
Taylor Towel Kettlebell Farmer's Walk,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
FYR2 Double-Kettlebell Alternating Press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
FYR2 Double-Kettlebell Thruster,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
FYR2 Half-Kneeling Kettlebell Clean,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
FYR2 Kettlebell Clean and Press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
FYR2 Kettlebell High Pull to Overhead Press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
FYR2 Kettlebell Swing Clean and Press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
FYR2 Single-Arm Kettlebell Press,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
FYR2 Ascending-Rep High-Pull-Press Complex,Strength,Shoulders,Kettlebells,Intermediate,Upper Body
Dumbbell front raise to lateral raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Single-arm palm-in dumbbell shoulder press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Standing palms-in shoulder press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Seated Dumbbell Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Standing dumbbell shoulder press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Single-arm lateral raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Power Partials,Strength,Shoulders,Dumbbell,Beginner,Upper Body
Incline dumbbell reverse fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Overhead dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Seated dumbbell shoulder press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Alternating standing shoulder press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Single-arm incline rear delt raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Alternating dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Alternating Deltoid Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Single-dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Arnold press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Single-arm standing shoulder press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Bent-over dumbbell rear delt row,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Incline dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Side Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell external shoulder rotation,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Single-arm incline lateral raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Seated rear delt fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell Raise,Strength,Shoulders,Dumbbell,Beginner,Upper Body
Seated Side Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell Lying Rear Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Head-on-bench dumbbell rear delt raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Cuban press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Reverse Flyes With External Rotation,Strength,Shoulders,Dumbbell,Beginner,Upper Body
Single-arm side lying rear fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Single-arm dumbbell upright row,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell Scaption,Strength,Shoulders,Dumbbell,Beginner,Upper Body
See-Saw Press (Alternating Side Press),Strength,Shoulders,Dumbbell,Beginner,Upper Body
Dumbbell Incline Shoulder Raise,Strength,Shoulders,Dumbbell,Beginner,Upper Body
Single-arm half-kneeling shoulder press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell Clean And Jerk,Strength,Shoulders,Dumbbell,Beginner,Upper Body
Dumbbell shoulder press with body rotation,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell Fix Dumbbell Military Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell Fix Standing Dumbbell Arnold Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell Fix Dumbbell Single-Arm Snatch,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Paul Carter Rear-Delt Fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
FYR Dumbbell Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
FYR Single-Arm Dumbbell Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
FYR Dumbbell Tempo L-Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell seesaw shoulder press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
FYR Dumbbell front raise to lateral raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
FYR Dumbbell Arnold Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
FYR Dumbbell Military Press to Dumbbell High Pull to V-up,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
FYR Dumbbell Thruster,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell hang snatch,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Surfer sprawl,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell clean and press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Standing One-Arm Shoulder Press - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Incline Front Dumbbell Raise - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell lateral raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Incline Rear-Delt Fly - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Incline Bench Rear Dumbbell Fly - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell front raise and press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Rotator cuff warm-up,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Seated Lateral Raise - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Single-arm dumbbell arc row,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Incline Rear Delt Raises - Gethin Variation,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Incline Dumbbell Y Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
HM Bent-Over Rear-Delt Fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
HM Dumbbell Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
HM Single-Leg Overhead Dumbbell Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
6 Way Shoulder Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Seated dumbbell lateral raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
AM Dumbbell Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
AM Dumbbell Side Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
AM Front Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
UP Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
UP Seated Dumbbell Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
AA Incline Bench Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
CM Forward Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell Halo,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Standing Dumbbell Scap Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Slow Weighted Half Jack to Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Slow Arnold Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Boat Arnold Press with Feet Push-Out,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Dumbbell Hip Drive to Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Squat Thrust to Alternating Renegade Triceps Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Cheer Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Left Arm Press with Right Arm Hold,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Right Arm Press with Left Arm Hold,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Left Front Raise with Right Hold,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Right Front Raise with Left Hold,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Alternating Front Raise to Side Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Heavy Right Arm Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Heavy Left Arm Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Right Arm Heavy Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Right Diagonal Lunge to Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Left Arm Heavy Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Holman Weighted Palms-In Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell racked carry,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell clean and push-press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Total Fitness Dumbbell Farmer's Carry,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Single-arm dumbbell racked carry,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Jordan Shallow Dumbbell Pull-Over,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
King Maker Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Dumbbell shadow boxing,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
King Maker Dumbbell Farmer's Carry,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
King Maker Dumbbell Shrug,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
30 Shoulders Alternating Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
30 Shoulders Bent-Over Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
30 Shoulders Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
30 Shoulders Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
30 Shoulders Dumbbell Shrug,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
30 Shoulders Incline Face-Down Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
30 Shoulders Seated Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
30 Shoulders Seated Dumbbell Side Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
30 Shoulders Neutral-Grip Arnold Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
30 Shoulders Standing Dumbbell Upright Row,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
MetaBurn 3-Way Shoulder Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
MetaBurn Dumbbell Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
MetaBurn Single-Leg Arnold Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
