Title,Type,BodyPart,Equipment,Level,BodyGroup
Speed Box Squat,Powerlifting,Quadriceps,Bands,Intermediate,Legs
HM Banded Squat Toe Tap,Strength,Quadriceps,Bands,Intermediate,Legs
UP Band Abducted Squat,Strength,Quadriceps,Bands,Intermediate,Legs
FYR2 Lateral Band Walk,Strength,Quadriceps,Bands,Intermediate,Legs
FYR2 Banded Squat Hold-Pulse-Jump Complex,Strength,Quadriceps,Bands,Intermediate,Legs
Band split squat,Strength,Quadriceps,Bands,Intermediate,Legs
Band front squat,Strength,Quadriceps,Bands,Intermediate,Legs
Squat hold with band pull-apart,Strength,Quadriceps,Bands,Intermediate,Legs
Banded squat toe tap,Strength,Quadriceps,Bands,Intermediate,Legs
Band overhead squat,Strength,Quadriceps,Bands,Intermediate,Legs
Quadriceps SMR,Stretching,Quadriceps,Foam Roll,Intermediate,Legs
Clean from Blocks,Olympic Weightlifting,Quadriceps,Barbell,Beginner,Legs
Barbell Full Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Barbell back squat to box,Powerlifting,Quadriceps,Barbell,Intermediate,Legs
Push-press,Olympic Weightlifting,Quadriceps,Barbell,Intermediate,Legs
Power snatch-,Olympic Weightlifting,Quadriceps,Barbell,Expert,Legs
Hang Clean,Olympic Weightlifting,Quadriceps,Barbell,Beginner,Legs
Barbell walking lunge,Strength,Quadriceps,Barbell,Intermediate,Legs
Olympic Squat,Olympic Weightlifting,Quadriceps,Barbell,Beginner,Legs
Narrow-stance squat,Strength,Quadriceps,Barbell,Expert,Legs
Box Squat with Bands,Powerlifting,Quadriceps,Barbell,Beginner,Legs
Weighted Jump Squat,Strength,Quadriceps,Barbell,Beginner,Legs
Squat with Chains,Powerlifting,Quadriceps,Barbell,Beginner,Legs
Barbell Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Barbell front squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Barbell forward lunge,Strength,Quadriceps,Barbell,Expert,Legs
Smith machine box squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Barbell step-up,Strength,Quadriceps,Barbell,Intermediate,Legs
Barbell Bulgarian split squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Hang Clean - Below the Knees,Olympic Weightlifting,Quadriceps,Barbell,Beginner,Legs
Barbell hack squat,Strength,Quadriceps,Barbell,Expert,Legs
Hack Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Barbell thruster,Strength,Quadriceps,Barbell,Intermediate,Legs
Split Jerk,Olympic Weightlifting,Quadriceps,Barbell,Beginner,Legs
Push-jerk,Olympic Weightlifting,Quadriceps,Barbell,Intermediate,Legs
Barbell back squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Zercher squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Jefferson Squats,Strength,Quadriceps,Barbell,Beginner,Legs
Jerk Dip Squat,Olympic Weightlifting,Quadriceps,Barbell,Beginner,Legs
Barbell side split squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Frankenstein Squat,Olympic Weightlifting,Quadriceps,Barbell,Beginner,Legs
Barbell speed squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Single-arm side deadlift,Strength,Quadriceps,Barbell,Expert,Legs
Barbell Squat To A Bench,Strength,Quadriceps,Barbell,Intermediate,Legs
Clean Pull,Olympic Weightlifting,Quadriceps,Barbell,Beginner,Legs
Front Barbell Squat To A Bench,Strength,Quadriceps,Barbell,Beginner,Legs
Barbell reverse lunge,Strength,Quadriceps,Barbell,Intermediate,Legs
Split Clean,Olympic Weightlifting,Quadriceps,Barbell,Beginner,Legs
Close-stance dumbbell front squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Front Squat (Clean Grip),Strength,Quadriceps,Barbell,Beginner,Legs
Barbell front squat to back squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Squat Jerk,Strength,Quadriceps,Barbell,Beginner,Legs
Barbell Front-To-Back Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Box Squat with Chains,Strength,Quadriceps,Barbell,Beginner,Legs
Snatch from Blocks,Olympic Weightlifting,Quadriceps,Barbell,Beginner,Legs
Power Snatch from Blocks,Olympic Weightlifting,Quadriceps,Barbell,Beginner,Legs
Front Squat (Bodybuilder),Strength,Quadriceps,Barbell,Intermediate,Legs
Barbell step-down reverse lunge,Strength,Quadriceps,Barbell,Intermediate,Legs
Squat with Bands,Powerlifting,Quadriceps,Barbell,Beginner,Legs
Heaving Snatch Balance,Olympic Weightlifting,Quadriceps,Barbell,Beginner,Legs
Snatch Balance,Olympic Weightlifting,Quadriceps,Barbell,Beginner,Legs
Reverse Band Power Squat,Powerlifting,Quadriceps,Barbell,Beginner,Legs
Paul Carter Back Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Paul Carter Barbell Split Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
TBS High-Bar Back Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
TBS Barbell Front Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Squat - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,Legs
Front-To-Back Barbell Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Barbell Lunge - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,Legs
Rack Deadlift - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,Legs
Barbell Squat - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,Legs
Barbell Good Morning - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,Legs
AM Barbell Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Plyometric Power Clean,Strength,Quadriceps,Barbell,Intermediate,Legs
Banded Split Jerk,Strength,Quadriceps,Barbell,Intermediate,Legs
UP Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
UN Barbell Back Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
UN Barbell Box Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
UN Barbell Front Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
KV Bulgarian Split Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
King Maker Barbell Back Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
King Maker Barbell Deadlift,Strength,Quadriceps,Barbell,Intermediate,Legs
30 Legs Barbell Back Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
30 Legs Barbell Front Squat,Strength,Quadriceps,Barbell,Intermediate,Legs
Barbell Back Squats,Strength,Quadriceps,Barbell,Intermediate,Legs
Front Squats With Two Kettlebells,Strength,Quadriceps,Kettlebells,Beginner,Legs
Kettlebell Pistol Squat,Strength,Quadriceps,Kettlebells,Beginner,Legs
Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Kettlebell Curtsy Lunge,Strength,Quadriceps,Kettlebells,Beginner,Legs
Single-arm kettlebell overhead squat,Strength,Quadriceps,Kettlebells,Expert,Legs
Kettlebell side squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Kettlebell sumo squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Kettlebell thruster progression,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Kettlebell power clean,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Kettlebell fire feet,Plyometrics,Quadriceps,Kettlebells,Intermediate,Legs
Single Arm Overhead Kettlebell Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Pulsing goblet squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Double-kettlebell alternating lunge to clean,Strength,Quadriceps,Kettlebells,Intermediate,Legs
FYR Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs
FYR Kettlebell Sumo Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Double-kettlebell front squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs
FYR Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Single-arm kettlebell front squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Kettlebell front rack lunge,Strength,Quadriceps,Kettlebells,Intermediate,Legs
HM Turkish Get-Up,Strength,Quadriceps,Kettlebells,Intermediate,Legs
HM Single-Leg Romanian Deadlift,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Taylor Single-Arm Kettlebell Front Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Taylor Kettlebell Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Goblet squat-,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Holman Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Holman Kettlebell Swing,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Holman Kettlebell Swing Transfer,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Dumbbell goblet squat-,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Robertson Kettlebell Jump,Strength,Quadriceps,Kettlebells,Intermediate,Legs
FYR2 Alternating Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate,Legs
FYR2 Banded Double-Kettlebell Squat Pulse,Strength,Quadriceps,Kettlebells,Intermediate,Legs
FYR2 Double-Kettlebell Ballin' Lunge,Strength,Quadriceps,Kettlebells,Intermediate,Legs
FYR2 Double-Kettlebell Front Rack Lunge,Strength,Quadriceps,Kettlebells,Intermediate,Legs
FYR2 Double-Kettlebell Front Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs
FYR2 Explosive Kettlebell Jump Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs
FYR2 Kettlebell Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs
FYR2 Kettlebell Reverse Lunge Switch Grip,Strength,Quadriceps,Kettlebells,Intermediate,Legs
FYR2 Kettlebell Reverse Lunge to Kneeling Press,Strength,Quadriceps,Kettlebells,Intermediate,Legs
FYR2 Kettlebell Sumo Squat Pulse,Strength,Quadriceps,Kettlebells,Intermediate,Legs
FYR2 Reverse Lunge to Single-Leg Kettlebell Deadlift,Strength,Quadriceps,Kettlebells,Intermediate,Legs
FYR2 Kettlebell Goblet-Squat-Deadlift Complex,Strength,Quadriceps,Kettlebells,Intermediate,Legs
FYR2 Kettlebell Squat-Press-Deadlift Complex,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Goblet Squats,Strength,Quadriceps,Kettlebells,Intermediate,Legs
Dumbbell Goblet Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell Lunges,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Split Squat with Dumbbells,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell sumo squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell seated box jump,Plyometrics,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell step-up,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell Walking Lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell Squat To A Bench,Strength,Quadriceps,Dumbbell,Beginner,Legs
Dumbbell thruster,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell front squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Single-Arm Dumbbell Overhead Squat,Strength,Quadriceps,Dumbbell,Beginner,Legs
Dumbbell lateral hop,Plyometrics,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell lunge with biceps curl,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell Pistol Squat,Strength,Quadriceps,Dumbbell,Beginner,Legs
Dumbbell Squat Snatch,Strength,Quadriceps,Dumbbell,Beginner,Legs
Dumbbell Alternating Lunge,Strength,Quadriceps,Dumbbell,Beginner,Legs
Dumbbell jump squat,Plyometrics,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell Side Lunge,Strength,Quadriceps,Dumbbell,Beginner,Legs
Boss Everline Dumbbell Lunge Jump,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell Fix Dumbbell Split Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Single-leg dumbbell Romanian deadlift,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell Fix Dumbbell Alternating Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell Fix Turkish Get-Up,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Seesaw lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs
FYR Dumbbell Front Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell split squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell deadlift,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Single-arm stiff-legged deadlift,Strength,Quadriceps,Dumbbell,Intermediate,Legs
HM Dumbbell Overhead Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs
HM Dumbbell Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs
UNS Dumbbell Goblet Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Single-Arm Dumbbell Snatch,Strength,Quadriceps,Dumbbell,Intermediate,Legs
KV Dumbbell Lunges,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Squat to Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Burpee to Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Slow Weighted Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Slow Weighted Plie Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Weighted Lunge Jump with Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Left Reverse Lunge Chest Press to Left Knee-Up Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Weighted Lunge Jump with Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Weighted Half Jack to Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Weighted Half Jack to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman 180 Jump to Renegade Side Raise,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Right Reverse Lunge Biceps Curl to Right Knee-Up Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Roll-Back to Squat Thrust to Renegade Row,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Roll-Back to Squat Thrust to Renegade Triceps Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Weighted Narrow Squat Jump,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Diagonal Deadlift,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Weighted Burpee to Triceps Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Squat Thrust Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Weighted Burpee to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Squat to Right-Arm Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Right Lunge Jump with Right Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Left Lunge Jump with Left Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Heavy Hip Drive,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Squat to Left-Arm Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Weighted Lunge Jump to Floor Lunge Jump,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Alternating Weighted Lunge Jump to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Weighted Burpee to Overhead Alternating Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Weighted 180 Jump to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Alternating Side Squat Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Right Lunge with Right Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Left Lunge with Left Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Holman Squat Thrust to Alternating Front Raise,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell racked reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Total Fitness Dumbbell Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Single-arm dumbbell snatch-,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Total Fitness Dumbbell Step-Up,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Single-arm dumbbell front squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs
King Maker Weighted Jump Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs
3D dumbbell lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs
MetaBurn Dumbbell Burpee,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell jump squat with rotation,Strength,Quadriceps,Dumbbell,Intermediate,Legs
MetaBurn Dumbbell Wide Squat to Rack,Strength,Quadriceps,Dumbbell,Intermediate,Legs
MetaBurn Reverse Lunge To High Pull,Strength,Quadriceps,Dumbbell,Intermediate,Legs
MetaBurn Reverse Lunge With Overhead Raise,Strength,Quadriceps,Dumbbell,Intermediate,Legs
MetaBurn Squat to Triceps Extension,Strength,Quadriceps,Dumbbell,Intermediate,Legs
30 Legs Dumbbell Goblet Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs
30 Legs Dumbbell Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Dumbbell step-down reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Tire flip,Strongman,Quadriceps,Other,Intermediate,Legs
Single Leg Push-off,Plyometrics,Quadriceps,Other,Beginner,Legs
Bear crawl sled drag,Strongman,Quadriceps,Other,Intermediate,Legs
Bicycling,Cardio,Quadriceps,Other,Intermediate,Legs
Hex-bar deadlift,Strength,Quadriceps,Other,Intermediate,Legs
Skating,Cardio,Quadriceps,Other,Beginner,Legs
Weighted sissy squat,Strength,Quadriceps,Other,Intermediate,Legs
Dumbbell step-up,Strength,Quadriceps,Dumbbell,Intermediate,Legs
Yoke Walk,Strongman,Quadriceps,Other,Beginner,Legs
Front Cone Hops (or hurdle hops),Plyometrics,Quadriceps,Other,Beginner,Legs
Weighted Squat,Strength,Quadriceps,Other,Beginner,Legs
Bench skip,Plyometrics,Quadriceps,Other,Intermediate,Legs
Backward Drag,Strongman,Quadriceps,Other,Beginner,Legs
Sled Push,Strongman,Quadriceps,Other,Intermediate,Legs
Barbell squat with plate slide,Strength,Quadriceps,Other,Intermediate,Legs
Suspended split squat,Strength,Quadriceps,Other,Intermediate,Legs
Intermediate Hip Flexor and Quad Stretch,Stretching,Quadriceps,Other,Beginner,Legs
Sled Drag - Harness,Strongman,Quadriceps,Other,Intermediate,Legs
Burpee over barbell,Plyometrics,Quadriceps,Other,Intermediate,Legs
Dumbbell walking lunge-,Strength,Quadriceps,Other,Intermediate,Legs
Single-Leg Box Jump,Plyometrics,Quadriceps,Other,Beginner,Legs
Conan's Wheel,Strongman,Quadriceps,Other,Beginner,Legs
Single-Leg Hop Progression,Plyometrics,Quadriceps,Other,Beginner,Legs
Rickshaw Deadlift,Strongman,Quadriceps,Other,Beginner,Legs
Single-cone sprint drill,Plyometrics,Quadriceps,Other,Intermediate,Legs
Single-Leg Stride Jump,Plyometrics,Quadriceps,Other,Beginner,Legs
Trap Bar Jump,Plyometrics,Quadriceps,Other,Beginner,Legs
Single-Leg Lateral Hop,Plyometrics,Quadriceps,Other,Beginner,Legs
Burpee Box-Jumps,Plyometrics,Quadriceps,Other,Intermediate,Legs
Sandbag Load,Strongman,Quadriceps,Other,Beginner,Legs
Single-leg knee-tap squat,Strength,Quadriceps,Other,Intermediate,Legs
Car Deadlift,Strongman,Quadriceps,Other,Beginner,Legs
Barbell Squat To A Box,Strength,Quadriceps,Other,Beginner,Legs
Double Under,Cardio,Quadriceps,Other,Beginner,Legs
Plate push,Cardio,Quadriceps,Other,Intermediate,Legs
Hybrid deadlift,Strength,Quadriceps,Other,Intermediate,Legs
Boss Everline Suspension Side Run,Strength,Quadriceps,Other,Intermediate,Legs
Boss Everline Lunge Sled Push,Strength,Quadriceps,Other,Intermediate,Legs
Squat Bottom Position Hold,Strength,Quadriceps,Other,Intermediate,Legs
TRX Squat Jump,Strength,Quadriceps,Other,Intermediate,Legs
Landmine squat,Strength,Quadriceps,Other,Intermediate,Legs
Dumbbell Bulgarian split squat,Strength,Quadriceps,Other,Intermediate,Legs
Holman Towel Alternating Prisoner Reverse Lunge,Strength,Quadriceps,Other,Intermediate,Legs
Holman Weighted Burpee to Belly Touch,Strength,Quadriceps,Other,Intermediate,Legs
Holman Weighted Burpee to Front Punch,Strength,Quadriceps,Other,Intermediate,Legs
Holman Weighted Low Squat Punch,Strength,Quadriceps,Other,Intermediate,Legs
Holman Weighted Hook Punch to Squat Thrust,Strength,Quadriceps,Other,Intermediate,Legs
